 ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action,ray1
,7.998969,4.012921,5.21503,16.60291,0.2791601,-18.95164,22.00311,,LEFT_ACCELERATE,5.264569
,7.675236,3.93948,5.26467,16.66137,0.2791617,-17.46634,22.10298,,LEFT_ACCELERATE,5.409262
,7.462327,3.952827,5.247317,16.64624,0.2791614,-15.96988,22.20346,,ACCELERATE,5.559226
,7.442814,3.965783,5.234353,16.63397,0.2791598,-14.51093,22.30141,,ACCELERATE,5.578243
,7.454209,3.970705,5.229579,16.62993,0.2791617,-13.0052,22.4025,,RIGHT_ACCELERATE,5.571722
,7.888866,3.92513,5.287374,16.68493,0.279164,-11.50764,22.50318,,RIGHT_ACCELERATE,5.275848
,8.228018,3.811779,5.410748,16.80226,0.2791625,-10.04968,22.60139,,ACCELERATE,5.037951
,8.408153,3.693995,5.528604,16.91926,0.2791606,-8.572006,22.70091,,ACCELERATE,4.881817
,8.578767,3.581181,5.641358,17.03184,0.2791604,-7.093107,22.80048,,ACCELERATE,4.733141
,8.749593,3.468316,5.754172,17.14391,0.2791606,-5.579659,22.90236,,ACCELERATE,4.584304
,8.90934,3.362887,5.859566,17.24978,0.2791598,-4.12289,23.00041,,ACCELERATE,4.445174
,9.02521,3.256056,5.963681,17.35397,0.2791609,-2.632462,23.10072,,LEFT_ACCELERATE,4.321626
,8.751976,3.197511,6.006485,17.40417,0.2791601,-1.145956,23.20061,,LEFT_ACCELERATE,4.39271
,8.747926,3.174209,6.028755,17.42779,0.2791607,0.3697461,23.30239,,ACCELERATE,4.37792
,8.788472,3.146377,6.05659,17.45582,0.2791602,1.852618,23.40196,,ACCELERATE,4.33946
,8.834376,3.11504,6.087937,17.48722,0.2791604,3.341321,23.50192,,ACCELERATE,4.296047
,8.883142,3.081607,6.121377,17.52104,0.2791604,4.840673,23.6026,,ACCELERATE,4.24983
,8.933785,3.046784,6.156203,17.55589,0.2791602,6.321232,23.70203,,ACCELERATE,4.201758
,8.986559,3.010433,6.192554,17.59193,0.2791599,7.811237,23.80209,,ACCELERATE,4.151619
,9.040682,2.973109,6.229877,17.6293,0.2791604,9.328826,23.904,,ACCELERATE,4.100162
,9.093756,2.936484,6.266501,17.66617,0.2791602,10.80886,24.0034,,ACCELERATE,4.049683
,9.147556,2.899338,6.303644,17.70297,0.27916,12.27528,24.10188,,ACCELERATE,3.998499
,9.20305,2.86101,6.341969,17.74125,0.2791607,13.79321,24.20382,,ACCELERATE,3.945689
,9.25758,2.823339,6.379638,17.77913,0.2791599,15.29088,24.30439,,ACCELERATE,3.893788
,9.310728,2.786617,6.416356,17.81577,0.2791615,16.73661,24.40148,,ACCELERATE,3.843194
,9.365056,2.749071,6.453899,17.85324,0.2791598,18.21402,24.5007,,ACCELERATE,3.791471
,9.421502,2.710061,6.492904,17.89214,0.2791604,19.74674,24.60363,,ACCELERATE,3.737729
,9.474298,2.673568,6.529394,17.92902,0.2791595,21.20117,24.70131,,LEFT_ACCELERATE,3.687453
,9.210924,2.660327,6.539756,17.93753,0.2791615,22.69445,24.8016,,LEFT_ACCELERATE,3.77773
,8.773268,2.738211,6.470284,17.86026,0.2791616,24.18571,24.90189,,LEFT_ACCELERATE,4.046338
,8.646317,2.826868,6.381981,17.7729,0.279161,25.6942,25.00333,,ACCELERATE,4.181153
,8.540319,2.905603,6.303211,17.69447,0.2791606,27.17183,25.10268,,ACCELERATE,4.297214
,8.441254,2.979131,6.229653,17.62092,0.279161,28.64494,25.2017,,ACCELERATE,4.405612
,8.521265,3.034243,6.168356,17.56669,0.2791617,30.16362,25.30374,,RIGHT_ACCELERATE,4.395314
,8.786121,3.02283,6.17721,17.57825,0.2791617,31.65991,25.40422,,ACCELERATE,4.262687
,8.973683,3.007166,6.192854,17.59322,0.2791605,33.09313,25.50045,,LEFT_ACCELERATE,4.244061
,8.78979,3.041154,6.166451,17.55606,0.2791627,34.63359,25.60397,,LEFT_ACCELERATE,4.456511
,8.473778,3.193935,6.04463,17.41216,0.279164,36.09177,25.7024,,LEFT_ACCELERATE,4.781752
,8.873304,3.352129,5.872204,17.23913,0.279162,37.59824,25.80421,,ACCELERATE,4.796521
,9.860995,3.435517,5.767099,17.08204,0.2791591,39.04345,25.90181,,ACCELERATE,4.681115
,13.32892,3.447798,5.759197,16.9187,0.27916,40.54477,26.0032,,LEFT_ACCELERATE,4.494143
,-1.0,3.433185,5.768801,16.67923,0.2791655,42.01503,26.10332,,LEFT_ACCELERATE,4.483469
,-1.0,3.454272,5.747627,16.32487,0.2791643,43.45387,26.20287,,LEFT_ACCELERATE,4.45992
,-1.0,3.414765,5.838531,15.9499,0.2791627,44.89561,26.30289,,ACCELERATE,4.197275
,-1.0,3.26534,6.082497,15.58077,0.2791596,46.34493,26.4033,,LEFT_ACCELERATE,3.83857
,-1.0,3.061563,6.310228,15.15291,0.2791642,47.73715,26.50118,,LEFT_ACCELERATE,3.584497
,-1.0,2.90855,6.398175,14.56152,0.2791876,49.08118,26.6,,LEFT_ACCELERATE,3.504135
,-1.0,2.875839,6.33482,13.72211,0.2792104,50.35495,26.70284,,LEFT_ACCELERATE,3.70581
,11.77166,3.038417,6.173484,12.68895,0.2792177,51.40625,26.80232,,LEFT_ACCELERATE,4.217043
,8.678049,3.390912,5.920918,11.45623,0.2792089,52.26886,26.9039,,LEFT_ACCELERATE,4.983092
,7.501673,3.812303,5.55859,10.15618,0.27919,52.93813,27.00238,,LEFT_ACCELERATE,5.706566
,7.047425,4.200504,5.123341,8.769572,0.2791744,53.54353,27.10401,,LEFT_ACCELERATE,6.127503
,7.452479,4.425947,4.79564,7.439554,0.2791667,54.14081,27.20194,,RIGHT_ACCELERATE,6.053323
,9.42414,4.472106,4.733499,6.102766,0.279164,54.84602,27.30349,,RIGHT_ACCELERATE,5.639493
,12.14013,4.392746,4.886185,4.783188,0.2791615,55.58142,27.40491,,LEFT_ACCELERATE,5.257533
,13.43862,4.211827,5.132111,3.487926,0.2791599,56.27843,27.50368,,LEFT_ACCELERATE,4.90422
,12.09602,4.016409,5.303055,2.144092,0.2791737,56.8639,27.60227,,LEFT_ACCELERATE,4.743038
,9.979364,3.90698,5.328679,0.7286923,0.2791947,57.25957,27.70124,,LEFT_ACCELERATE,4.857869
,8.609192,3.942505,5.264393,-0.7618737,0.2791875,57.44866,27.80239,,LEFT_ACCELERATE,5.111748
,8.040528,4.016483,5.186546,-2.216601,0.279175,57.51155,27.90021,,LEFT_ACCELERATE,5.29702
,8.034258,4.031135,5.184601,-3.772406,0.2791659,57.56821,28.00475,,ACCELERATE,5.267857
,8.175489,3.970342,5.266077,-5.225222,0.279162,57.64909,28.10245,,RIGHT_ACCELERATE,5.155732
,8.766116,3.844277,5.42677,-6.721315,0.2791635,57.79302,28.20342,,RIGHT_ACCELERATE,4.834651
,9.164865,3.659189,5.621343,-8.175126,0.2791611,57.98157,28.30184,,ACCELERATE,4.569095
,9.480612,3.46652,5.814171,-9.630143,0.2791599,58.17236,28.40037,,ACCELERATE,4.328043
,9.550585,3.271673,5.987358,-11.14067,0.2791595,58.35423,28.50253,,LEFT_ACCELERATE,4.155541
,9.179995,3.163265,6.057301,-12.59473,0.2791627,58.44557,28.6004,,LEFT_ACCELERATE,4.193218
,9.23953,3.092145,6.125747,-14.12134,0.2791604,58.51657,28.703,,ACCELERATE,4.116166
,9.354526,3.016414,6.201519,-15.58886,0.2791602,58.59285,28.80165,,ACCELERATE,4.015082
,9.245825,2.945513,6.262644,-17.07654,0.2791595,58.65759,28.90164,,LEFT_ACCELERATE,3.997358
,8.848937,2.954895,6.245111,-18.55332,0.2791616,58.64325,29.00083,,LEFT_ACCELERATE,4.181155
,8.938355,2.986935,6.21312,-20.0675,0.2791606,58.61214,29.10251,,ACCELERATE,4.238402
,9.286879,3.008652,6.191401,-21.53818,0.2791603,58.59065,29.20126,,ACCELERATE,4.254282
,10.08115,3.025386,6.174664,-23.07463,0.2791607,58.5742,29.30441,,ACCELERATE,4.192332
,11.83234,3.027422,6.171925,-24.53467,0.2791604,58.56231,29.40244,,LEFT_ACCELERATE,4.043175
,-1.0,2.996082,6.207111,-26.02324,0.2791599,58.52734,29.50243,,LEFT_ACCELERATE,3.906102
,-1.0,2.98858,6.218261,-27.4766,0.2791652,58.38948,29.60053,,LEFT_ACCELERATE,3.90572
,-1.0,2.955784,6.28214,-28.96184,0.2791613,58.19849,29.70108,,LEFT_ACCELERATE,3.716187
,-1.0,2.834929,6.445786,-30.44275,0.2791621,57.99344,29.80147,,LEFT_ACCELERATE,3.465455
,-1.0,2.722071,6.533587,-31.93287,0.2791725,57.66273,29.90412,,LEFT_ACCELERATE,3.379463
,-1.0,2.673926,6.574182,-33.34448,0.2791716,57.18975,30.00419,,LEFT_ACCELERATE,3.340414
,-1.0,2.589236,6.715044,-34.72137,0.2791677,56.674,30.10291,,LEFT_ACCELERATE,3.129833
,-1.0,2.456579,6.875599,-36.05536,0.279166,56.11031,30.20023,,LEFT_ACCELERATE,2.945698
,-1.0,2.354739,6.906652,-37.40092,0.2791885,55.34771,30.30433,,LEFT_ACCELERATE,2.930328
,-1.0,2.40006,6.801446,-38.53215,0.2792088,54.43025,30.40251,,LEFT_ACCELERATE,3.182463
,13.45241,2.586473,6.625483,-39.50241,0.2792,53.32732,30.50146,,LEFT_ACCELERATE,3.616931
,11.218,2.854014,6.37958,-40.3538,0.2791845,52.09655,30.6021,,LEFT_ACCELERATE,4.02388
,11.87469,3.046641,6.154181,-41.14622,0.2791696,50.84575,30.70154,,ACCELERATE,4.155944
,16.43246,3.11345,6.091188,-41.95375,0.2791643,49.61847,30.8002,,ACCELERATE,4.007921
,-1.0,3.057916,6.224473,-42.79911,0.2791613,48.3829,30.90072,,LEFT_ACCELERATE,3.720737
,-1.0,2.898538,6.440631,-43.63569,0.2791602,47.11541,31.00272,,LEFT_ACCELERATE,3.439985
,17.28456,2.748288,6.546633,-44.32442,0.2791759,45.82944,31.10085,,LEFT_ACCELERATE,3.33371
,12.92103,2.706253,6.507415,-44.83874,0.2791981,44.38759,31.20398,,LEFT_ACCELERATE,3.488897
,6.489734,4.611081,4.58892,15.98893,0.2756145,3.10501,0.3733333,,NONE,6.521032
,6.489841,4.611082,4.588919,15.98893,0.2756921,3.105009,0.4137546,,NONE,6.520924
,6.489843,4.611079,4.588922,15.98893,0.2757121,3.105009,0.4328687,,NONE,6.520922
,6.489846,4.611078,4.588923,15.98893,0.2757167,3.105009,0.4379829,,NONE,6.520919
,6.48985,4.611075,4.588926,15.98893,0.2757415,3.105009,0.5016463,,NONE,6.520916
,6.489857,4.611071,4.588931,15.98894,0.2757457,3.105011,0.6047937,,NONE,6.520908
,6.489863,4.611066,4.588935,15.98894,0.2757446,3.105011,0.7012919,,NONE,6.5209
,6.489871,4.611061,4.58894,15.98895,0.2757446,3.105011,0.8020962,,NONE,6.520895
,6.489878,4.611056,4.588945,15.98895,0.2757435,3.105011,0.9041081,,NONE,6.52089
,6.489883,4.611052,4.58895,15.98896,0.2757445,3.105011,1.00139,,NONE,6.520882
,6.489885,4.61105,4.588952,15.98896,0.2757433,3.105011,1.102526,,ACCELERATE,6.520879
,6.489885,4.611051,4.588951,15.98896,0.2757442,3.105011,1.201281,,ACCELERATE,6.520879
,6.489885,4.611051,4.588951,15.98896,0.2757446,3.105011,1.30266,,ACCELERATE,6.520879
,6.489885,4.611051,4.588951,15.98896,0.2757445,3.105011,1.400923,,ACCELERATE,6.520879
,6.489885,4.611051,4.588951,15.98896,0.2757446,3.105011,1.500865,,ACCELERATE,6.520879
,6.489885,4.611051,4.588951,15.98896,0.2757443,3.105011,1.601635,,ACCELERATE,6.520879
,6.489885,4.611051,4.588951,15.98896,0.2757442,3.105011,1.700804,,ACCELERATE,6.520879
,6.489885,4.611051,4.588951,15.98896,0.2757445,3.105011,1.80024,,ACCELERATE,6.520879
,6.489885,4.611051,4.588951,15.98896,0.2757444,3.105011,1.90302,,ACCELERATE,6.520879
,6.489885,4.611051,4.588951,15.98896,0.2757444,3.105011,2.002222,,ACCELERATE,6.520879
,6.489885,4.611051,4.588951,15.98896,0.2757441,3.105011,2.107734,,ACCELERATE,6.520879
,6.489885,4.611051,4.588951,15.98896,0.2757446,3.105011,2.200884,,ACCELERATE,6.520879
,6.489885,4.611051,4.588951,15.98896,0.2757445,3.105011,2.30051,,ACCELERATE,6.520879
,6.489885,4.611051,4.588951,15.98896,0.2757445,3.105011,2.400088,,ACCELERATE,6.520879
,6.489886,4.611051,4.588951,15.98896,0.2757441,3.105011,2.505232,,ACCELERATE,6.520879
,6.489886,4.611051,4.588951,15.98896,0.2757445,3.105011,2.60352,,ACCELERATE,6.520879
,6.489886,4.611051,4.588951,15.98896,0.2757445,3.105011,2.704909,,ACCELERATE,6.520879
,6.489886,4.611051,4.588951,15.98896,0.2757441,3.105011,2.800546,,ACCELERATE,6.520879
,6.489886,4.611051,4.588951,15.98896,0.2757445,3.105011,2.900884,,ACCELERATE,6.520879
,6.489886,4.611051,4.588951,15.98896,0.2757446,3.105011,3.000191,,ACCELERATE,6.520879
,6.489862,4.611048,4.588953,15.98896,0.2757251,3.145514,3.103372,,ACCELERATE,6.520905
,6.489805,4.61104,4.588961,15.98897,0.2757052,3.326097,3.202481,,ACCELERATE,6.520962
,6.489735,4.611033,4.588968,15.98898,0.2756982,3.641064,3.300696,,ACCELERATE,6.521031
,6.489596,4.611009,4.588993,15.98897,0.2864035,4.093644,3.401566,,ACCELERATE,6.521171
,6.489352,4.611074,4.588927,15.98893,0.2778271,4.660461,3.501331,,ACCELERATE,6.521415
,6.48923,4.611134,4.588868,15.98886,0.2800381,5.364045,3.603418,,ACCELERATE,6.521537
,6.356587,4.622852,4.578754,15.9758,0.2789106,6.17037,3.704359,,LEFT_ACCELERATE,6.662158
,5.823699,4.732342,4.509052,15.88103,0.2793331,7.058695,3.804417,,LEFT_ACCELERATE,7.394814
,5.178919,5.013724,4.344875,15.65944,0.2790952,8.003675,3.904031,,LEFT_ACCELERATE,8.715587
,4.727761,5.338759,4.085608,15.37816,0.2792186,9.010621,4.003429,,ACCELERATE,9.706131
,4.399302,5.624098,3.797691,15.09885,0.2791401,10.09315,4.103039,,RIGHT_ACCELERATE,10.20772
,4.22218,5.821903,3.530001,14.8652,0.2791853,11.21664,4.200074,,RIGHT_ACCELERATE,10.06984
,4.0784,5.981849,3.325457,14.6814,0.2791564,12.47494,4.302896,,ACCELERATE,9.989209
,3.872552,6.155519,3.145882,14.50507,0.2791646,13.71455,4.400245,,RIGHT_ACCELERATE,10.2275
,3.824002,6.263797,2.986251,14.36715,0.279161,15.04288,4.500818,,RIGHT_ACCELERATE,9.89088
,3.734553,6.356248,2.882129,14.26636,0.2791621,16.447,4.603898,,ACCELERATE,9.893504
,3.595808,6.463168,2.775281,14.15516,0.2791582,17.86769,4.705729,,ACCELERATE,10.06092
,3.489341,6.566355,2.662357,14.05112,0.2791595,19.23696,4.801928,,RIGHT_ACCELERATE,10.08322
,3.583671,6.590241,2.614398,14.01358,0.2791618,20.67597,4.901241,,RIGHT_ACCELERATE,9.625248
,3.598138,6.59559,2.607228,14.00604,0.2791585,22.13387,5.000401,,ACCELERATE,9.564252
,3.574304,6.612583,2.590262,13.98854,0.2791581,23.62218,5.100498,,ACCELERATE,9.590068
,3.541013,6.636378,2.566501,13.96442,0.2791589,25.10492,5.20006,,ACCELERATE,9.626018
,3.499906,6.665936,2.536967,13.93491,0.27916,26.63492,5.302795,,ACCELERATE,9.669936
,3.455334,6.698086,2.504835,13.90275,0.2791594,28.14486,5.404188,,ACCELERATE,9.717296
,3.408636,6.731824,2.471108,13.86904,0.279159,29.63541,5.504282,,ACCELERATE,9.766769
,3.361865,6.765646,2.437295,13.83513,0.2791598,31.07913,5.601231,,ACCELERATE,9.782043
,3.311266,6.802259,2.40069,13.79846,0.2791603,32.60117,5.703443,,ACCELERATE,9.711569
,3.26211,6.837844,2.365112,13.76308,0.2791601,34.04531,5.800425,,ACCELERATE,9.552654
,3.227575,6.875971,2.327257,13.72493,0.2791602,35.55657,5.901914,,LEFT_ACCELERATE,9.309422
,3.147708,6.952309,2.255936,13.64704,0.2791618,37.03471,6.001325,,LEFT_ACCELERATE,9.235309
,3.246002,7.015055,2.182908,13.52875,0.2791601,38.5191,6.101296,,ACCELERATE,8.949879
,3.636729,6.997383,2.211937,13.41337,0.2791609,40.01513,6.202029,,LEFT_ACCELERATE,8.537205
,4.048247,6.919235,2.311033,13.25063,0.2791635,41.51513,6.30339,,LEFT_ACCELERATE,8.272202
,4.039138,6.856294,2.360697,12.95269,0.2791797,42.92347,6.400234,,LEFT_ACCELERATE,8.273923
,3.582996,6.898568,2.299769,12.42013,0.2792051,44.33369,6.501811,,LEFT_ACCELERATE,8.606766
,2.906949,7.122917,2.105201,11.63945,0.2792168,45.60121,6.602231,,LEFT_ACCELERATE,9.25877
,2.261086,7.501094,1.771652,10.6461,0.2792051,46.70288,6.702312,,LEFT_ACCELERATE,9.999719
,1.70557,7.916722,1.366218,9.504578,0.2791889,47.67471,6.803206,,LEFT_ACCELERATE,10.51395
,1.325067,8.225348,1.013473,8.335705,0.2791743,48.55674,6.901562,,LEFT_ACCELERATE,10.57009
,1.199623,8.369266,0.8276916,7.158,0.2791644,49.45994,7.001229,,LEFT_ACCELERATE,10.21166
,1.312157,8.399431,0.8168811,5.957742,0.2791615,50.38111,7.102816,,ACCELERATE,9.829591
,1.829316,8.326935,0.9777661,4.809006,0.2791628,51.27365,7.200486,,ACCELERATE,9.287492
,3.125475,8.128382,1.330914,3.628368,0.2791598,52.21019,7.301661,,LEFT_ACCELERATE,8.650663
,5.580925,7.79011,1.810346,2.452001,0.2791606,53.11509,7.401333,,LEFT_ACCELERATE,8.067569
,6.900933,7.340964,2.254865,1.190256,0.2791751,53.92057,7.502018,,LEFT_ACCELERATE,7.666699
,6.039148,6.909617,2.546463,-0.1874069,0.2792011,54.5388,7.603744,,LEFT_ACCELERATE,7.527237
,4.977017,6.646904,2.652008,-1.618366,0.2792078,54.89012,7.703081,,LEFT_ACCELERATE,7.750668
,4.35054,6.570701,2.666968,-3.099043,0.2791914,55.02349,7.803172,,LEFT_ACCELERATE,8.244243
,3.98616,6.582609,2.636576,-4.578965,0.2791812,55.02857,7.902618,,LEFT_ACCELERATE,8.744389
,3.431779,6.685564,2.52146,-6.082263,0.2791807,54.90893,8.004054,,LEFT_ACCELERATE,9.83931
,2.816578,7.020815,2.266281,-7.508081,0.2791809,54.63109,8.101737,,LEFT_ACCELERATE,11.51726
,2.347383,7.391758,1.925103,-9.001938,0.279167,54.28601,8.204732,,RIGHT_ACCELERATE,12.4418
,2.149842,7.572673,1.675158,-10.46393,0.2791716,54.06243,8.304184,,RIGHT_ACCELERATE,11.92524
,2.032897,7.679627,1.547165,-11.90161,0.2791649,53.93864,8.401101,,ACCELERATE,11.75785
,1.89124,7.790483,1.43312,-13.37276,0.2791621,53.82585,8.500162,,RIGHT_ACCELERATE,11.86763
,1.822117,7.858059,1.353781,-14.88061,0.2791619,53.75008,8.601535,,ACCELERATE,11.70675
,1.731755,7.92533,1.286417,-16.35524,0.2791611,53.68209,8.70064,,ACCELERATE,11.77289
,1.635095,7.997101,1.214669,-17.86556,0.2791612,53.61023,8.802148,,ACCELERATE,11.75669
,1.537146,8.069833,1.141959,-19.3535,0.2791606,53.53792,8.902157,,ACCELERATE,11.64016
,1.436529,8.144562,1.067246,-20.86875,0.2791604,53.46324,9.004007,,ACCELERATE,11.42909
,1.339173,8.216878,0.9949421,-22.32182,0.2791603,53.39095,9.101681,,ACCELERATE,11.15005
,1.253754,8.288861,0.9184904,-23.84793,0.2791607,53.31454,9.204267,,ACCELERATE,10.77882
,1.283322,8.316341,0.8822476,-25.32357,0.2791597,53.24032,9.303457,,ACCELERATE,10.3483
,1.503105,8.271185,0.9427854,-26.8242,0.2791608,53.16462,9.404331,,ACCELERATE,9.846288
,1.925681,8.154903,1.10561,-28.25516,0.2791598,53.07962,9.500582,,LEFT_ACCELERATE,9.375884
,2.37663,7.984361,1.298471,-29.75621,0.2791637,52.894,9.602228,,LEFT_ACCELERATE,9.061968
,3.328112,7.818518,1.549566,-31.19234,0.2791625,52.64738,9.700068,,ACCELERATE,8.575413
,-1.0,7.547273,1.975171,-32.72423,0.2791619,52.3736,9.804558,,LEFT_ACCELERATE,7.95321
,-1.0,7.171999,2.396071,-34.12716,0.2791677,52.02467,9.901753,,LEFT_ACCELERATE,7.502433
,-1.0,6.771608,2.732978,-35.53186,0.2791948,51.47255,10.00338,,LEFT_ACCELERATE,7.222744
,-1.0,6.475506,2.894131,-36.76068,0.2792132,50.72246,10.10045,,LEFT_ACCELERATE,7.194357
,6.267895,6.328771,2.93084,-37.86861,0.2792193,49.71,10.20177,,LEFT_ACCELERATE,7.38799
,4.958014,6.357948,2.844398,-38.77358,0.2792117,48.49433,10.30418,,LEFT_ACCELERATE,7.778321
,4.356784,6.495386,2.702566,-39.4477,0.2791951,47.23992,10.40023,,LEFT_ACCELERATE,8.116654
,4.170219,6.640068,2.564659,-40.05614,0.2791793,45.84197,10.50268,,LEFT_ACCELERATE,8.226886
,4.226397,6.698696,2.507834,-40.60307,0.2791689,44.44969,10.60317,,LEFT_ACCELERATE,8.177606
,3.889385,6.758819,2.441673,-41.00066,0.2791795,43.06581,10.70004,,LEFT_ACCELERATE,8.425051
,3.574526,6.880344,2.32022,-41.25137,0.2791787,41.59219,10.80055,,LEFT_ACCELERATE,8.696527
,3.631479,6.954905,2.249142,-41.44935,0.2791685,40.05988,10.90431,,ACCELERATE,8.650696
,4.004345,6.925847,2.327773,-41.66191,0.2791629,38.59633,11.00361,,LEFT_ACCELERATE,8.403673
,4.081273,6.812549,2.464309,-41.84417,0.2791617,37.15975,11.10087,,LEFT_ACCELERATE,8.432089
,3.96055,6.702981,2.538864,-41.9412,0.2993926,35.68482,11.20046,,LEFT_ACCELERATE,8.669429
,4.062289,6.645014,2.608918,-42.02638,0.3104006,34.13488,11.30458,,ACCELERATE,8.607697
,4.219715,6.527919,2.711654,-42.1129,0.2963424,32.70652,11.40069,,LEFT_ACCELERATE,8.460253
,4.172801,6.43449,2.78099,-42.1823,0.2885466,31.18832,11.5029,,LEFT_ACCELERATE,8.60505
,4.224867,6.38302,2.829842,-42.23038,0.2832561,29.70908,11.6022,,ACCELERATE,8.574637
,4.314653,6.322289,2.890433,-42.28956,0.2801861,28.21439,11.7026,,ACCELERATE,8.494241
,4.3819,6.256054,2.953951,-42.35254,0.2794119,26.69293,11.80482,,LEFT_ACCELERATE,8.453124
,4.135945,6.249803,2.950572,-42.34639,0.2792244,25.25277,11.9016,,LEFT_ACCELERATE,8.917895
,3.728404,6.395454,2.829094,-42.21426,0.2791838,23.78297,12.00076,,LEFT_ACCELERATE,9.75782
,3.474672,6.569513,2.662711,-42.04708,0.279166,22.30735,12.10047,,ACCELERATE,10.13979
,3.266963,6.72893,2.50318,-41.88901,0.2791617,20.77633,12.2038,,ACCELERATE,10.38411
,3.110502,6.862593,2.362761,-41.75288,0.2791626,19.28715,12.30421,,RIGHT_ACCELERATE,10.48355
,3.046369,6.941053,2.272954,-41.66684,0.279162,17.81838,12.403,,ACCELERATE,10.38933
,2.939323,7.021238,2.192659,-41.58639,0.2791598,16.34693,12.50193,,ACCELERATE,10.50708
,2.831968,7.10131,2.11259,-41.50648,0.2791615,14.8874,12.60006,,ACCELERATE,10.62698
,2.721537,7.183659,2.03025,-41.42414,0.2791599,13.38441,12.70111,,RIGHT_ACCELERATE,10.75043
,2.733312,7.22517,1.977286,-41.37706,0.2791625,11.87596,12.80247,,RIGHT_ACCELERATE,10.45898
,2.754198,7.227657,1.973142,-41.37288,0.2791596,10.38468,12.9026,,ACCELERATE,10.35776
,2.742956,7.23571,1.965088,-41.36449,0.2791613,8.902004,13.00214,,ACCELERATE,10.3693
,2.725829,7.247827,1.952981,-41.35226,0.2791598,7.409363,13.10235,,ACCELERATE,10.38756
,2.705378,7.262364,1.938452,-41.33765,0.2791606,5.932581,13.2015,,ACCELERATE,10.40907
,2.74064,7.265956,1.934065,-41.33508,0.2791604,4.45933,13.30041,,RIGHT_ACCELERATE,10.25519
,2.790529,7.242813,1.957481,-41.35821,0.2791609,2.92772,13.40325,,ACCELERATE,10.16191
,2.817562,7.223806,1.976485,-41.37703,0.2791602,1.464911,13.50147,,ACCELERATE,10.13546
,2.841904,7.206602,1.993685,-41.39413,0.2791601,-0.06161806,13.60396,,ACCELERATE,10.11195
,2.86285,7.191809,2.008475,-41.40893,0.2791607,-1.529344,13.7025,,ACCELERATE,10.09166
,2.882213,7.178147,2.022135,-41.42255,0.2791607,-2.988126,13.80044,,ACCELERATE,10.07285
,2.901599,7.16448,2.0358,-41.43622,0.2791607,-4.537519,13.90446,,ACCELERATE,10.05399
,2.919199,7.152077,2.048201,-41.44862,0.27916,-6.002301,14.0028,,ACCELERATE,10.03684
,2.93633,7.140013,2.060263,-41.46067,0.2791604,-7.466623,14.10111,,ACCELERATE,10.02011
,2.953402,7.127987,2.072287,-41.47268,0.2791602,-8.95593,14.2011,,ACCELERATE,10.00345
,2.97066,7.115837,2.084437,-41.48486,0.2791604,-10.48863,14.304,,ACCELERATE,9.986595
,2.98723,7.10417,2.096102,-41.4965,0.2791599,-11.97193,14.40358,,ACCELERATE,9.970398
,3.003807,7.0925,2.107771,-41.50815,0.2791599,-13.46693,14.50395,,ACCELERATE,9.9542
,3.02002,7.081084,2.119185,-41.51952,0.2791599,-14.93607,14.60258,,ACCELERATE,9.938336
,3.036467,7.069505,2.130763,-41.53113,0.279161,-16.44246,14.70372,,ACCELERATE,9.914
,3.052449,7.058254,2.142012,-41.54248,0.2791599,-17.92137,14.80301,,ACCELERATE,9.830557
,3.068413,7.047015,2.15325,-41.5536,0.2791606,-19.37528,14.90062,,ACCELERATE,9.663067
,3.084514,7.035357,2.164908,-41.56526,0.2791604,-20.90458,15.00329,,ACCELERATE,9.405728
,3.186504,7.02422,2.176043,-41.5764,0.2791604,-22.36959,15.10165,,ACCELERATE,9.085313
,3.466749,7.000384,2.200633,-41.58554,0.279159,-23.83574,15.20008,,ACCELERATE,8.712297
,4.080921,6.921942,2.318799,-41.59156,0.2791597,-25.36925,15.30303,,LEFT_ACCELERATE,8.246424
,4.958155,6.771225,2.515854,-41.57233,0.2791603,-26.83909,15.40175,,LEFT_ACCELERATE,7.842968
,5.378222,6.587824,2.681279,-41.42199,0.2791755,-28.36112,15.50462,,LEFT_ACCELERATE,7.676809
,4.98714,6.489153,2.734347,-41.0844,0.2791964,-29.75209,15.60102,,LEFT_ACCELERATE,7.789999
,4.27402,6.539743,2.657334,-40.47771,0.2792035,-31.14326,15.7033,,LEFT_ACCELERATE,8.153087
,3.860522,6.687629,2.51003,-39.71908,0.2791944,-32.37319,15.80057,,LEFT_ACCELERATE,8.432193
,3.295095,6.913342,2.295519,-38.76515,0.2792007,-33.53576,15.90185,,LEFT_ACCELERATE,8.901179
,2.772637,7.209781,2.015977,-37.67419,0.2791958,-34.53724,16.00153,,LEFT_ACCELERATE,9.352217
,2.204082,7.562451,1.692395,-36.43437,0.2792036,-35.40992,16.10362,,LEFT_ACCELERATE,9.948917
,1.565001,8.026438,1.294544,-35.14618,0.279209,-36.0308,16.2,,LEFT_ACCELERATE,10.8369
,0.9363499,8.541699,0.7945088,-33.67658,0.2791751,-36.50628,16.30393,,RIGHT_ACCELERATE,11.61493
,0.8080224,8.647203,0.5503192,-32.33969,0.2791998,-37.0541,16.40183,,RIGHT_ACCELERATE,10.47291
,1.2829,8.529351,0.7372932,-31.08385,0.2791574,-37.84952,16.50224,,RIGHT_ACCELERATE,9.692738
