 ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action,ray1
,3.878414,6.281318,3.047658,9.718249,0.2791747,49.96614,26.20156,,LEFT_ACCELERATE,8.757273
,3.826641,6.514476,2.713068,8.480887,0.2791654,50.78113,26.30105,,LEFT_ACCELERATE,8.579224
,3.864605,6.659988,2.545995,7.189389,0.2791606,51.61923,26.40446,,LEFT_ACCELERATE,8.46335
,3.949574,6.743772,2.453436,5.894739,0.2791649,52.36056,26.50466,,LEFT_ACCELERATE,8.358597
,4.621723,6.735363,2.503593,4.659052,0.2791617,53.06285,26.60009,,ACCELERATE,7.967738
,5.993795,6.61015,2.719372,3.363284,0.2791606,53.81134,26.70055,,LEFT_ACCELERATE,7.498744
,6.797659,6.387342,2.967345,2.021408,0.2791652,54.4978,26.80186,,LEFT_ACCELERATE,7.21697
,6.614025,6.178411,3.141278,0.5975666,0.2791743,55.03572,26.90423,,LEFT_ACCELERATE,7.093728
,7.042059,6.019478,3.35645,-0.8214642,0.279168,55.47026,27.00389,,LEFT_ACCELERATE,6.809479
,7.392222,5.78817,3.636204,-2.230169,0.2791647,55.86763,27.10219,,LEFT_ACCELERATE,6.499976
,7.180229,5.529528,3.871391,-3.708566,0.2791653,56.17619,27.20366,,LEFT_ACCELERATE,6.382179
,7.528583,5.290392,4.130268,-5.147705,0.279164,56.44174,27.30192,,ACCELERATE,6.120698
,8.068689,5.003511,4.425293,-6.605247,0.2791615,56.72971,27.40167,,ACCELERATE,5.779321
,8.648523,4.687625,4.741713,-8.097819,0.2791605,57.03896,27.50401,,ACCELERATE,5.413304
,9.227379,4.371633,5.058036,-9.54555,0.2791599,57.34778,27.60339,,ACCELERATE,5.047735
,9.803356,4.056766,5.373102,-11.00818,0.27916,57.66558,27.70387,,ACCELERATE,4.683808
,10.03668,3.71854,5.666588,-12.46262,0.27916,57.96398,27.80358,,LEFT_ACCELERATE,4.376681
,9.30655,3.48228,5.784863,-13.90298,0.2791715,58.14594,27.9012,,LEFT_ACCELERATE,4.393364
,8.108611,3.458801,5.741233,-15.43748,0.2791853,58.13446,28.00451,,LEFT_ACCELERATE,4.897961
,7.324133,3.638456,5.59056,-16.89071,0.2791771,57.96357,28.10287,,LEFT_ACCELERATE,5.589826
,6.911535,3.869232,5.376879,-18.38839,0.2791668,57.74187,28.20454,,ACCELERATE,6.081247
,6.665199,4.061788,5.184111,-19.81673,0.279162,57.5518,28.30129,,ACCELERATE,6.359799
,6.433516,4.25598,4.997827,-21.34029,0.27916,57.36055,28.40438,,LEFT_ACCELERATE,6.594303
,6.001796,4.522286,4.791703,-22.76847,0.2791618,57.12083,28.50166,,LEFT_ACCELERATE,7.038998
,5.811639,4.809794,4.502484,-24.25885,0.2791606,56.82764,28.60364,,ACCELERATE,7.16213
,5.886979,5.003506,4.246282,-25.70475,0.2791608,56.55478,28.70242,,LEFT_ACCELERATE,7.067791
,5.884537,5.153076,4.075278,-27.16757,0.2791604,56.25024,28.80277,,LEFT_ACCELERATE,7.081043
,5.490826,5.348424,3.890393,-28.55278,0.2791682,55.83442,28.90003,,LEFT_ACCELERATE,7.386831
,5.379096,5.550353,3.673478,-29.97771,0.2791674,55.29086,29.00246,,LEFT_ACCELERATE,7.459868
,5.839783,5.643412,3.55379,-31.38806,0.2791623,54.74276,29.10405,,LEFT_ACCELERATE,7.228364
,6.015289,5.697297,3.50207,-32.71158,0.2791656,54.15982,29.20123,,LEFT_ACCELERATE,7.183546
,5.752676,5.777017,3.420097,-34.00093,0.2791744,53.41972,29.30123,,LEFT_ACCELERATE,7.320047
,6.219816,5.849716,3.358716,-35.28856,0.2791683,52.55594,29.40537,,LEFT_ACCELERATE,7.189197
,7.377519,5.826298,3.407888,-36.46717,0.2791652,51.72053,29.5024,,LEFT_ACCELERATE,6.959959
,7.270617,5.779761,3.448952,-37.60395,0.2791784,50.75354,29.60279,,LEFT_ACCELERATE,6.929244
,6.107389,5.801462,3.401013,-38.56679,0.2792037,49.6559,29.70115,,LEFT_ACCELERATE,7.1858
,4.859943,5.981071,3.223533,-39.33706,0.2792155,48.35073,29.8034,,LEFT_ACCELERATE,7.817843
,3.912911,6.33165,2.935922,-39.84053,0.27921,46.9525,29.90373,,LEFT_ACCELERATE,8.669496
,3.215277,6.756931,2.547326,-40.13668,0.2791938,45.51758,30.00244,,LEFT_ACCELERATE,9.44981
,2.735979,7.139023,2.147321,-40.3278,0.2791756,44.05251,30.1017,,LEFT_ACCELERATE,9.853175
,2.514729,7.374207,1.846037,-40.51779,0.2791669,42.56235,30.20259,,ACCELERATE,9.765773
,2.54957,7.479501,1.718217,-40.73932,0.279161,41.10008,30.3019,,ACCELERATE,9.494419
,2.830452,7.482015,1.738822,-40.99213,0.2791622,39.58935,30.40475,,ACCELERATE,9.18874
,3.283468,7.393402,1.882427,-41.24469,0.2791598,38.16346,30.50197,,ACCELERATE,8.880935
,3.765179,7.211472,2.14279,-41.51362,0.2791607,36.69655,30.60209,,ACCELERATE,8.556128
,6.489734,4.611081,4.58892,15.98893,0.2756145,3.10501,0.3733333,,NONE,6.521032
,6.489841,4.611082,4.588919,15.98893,0.2756893,3.105009,0.4116381,,NONE,6.520924
,6.489843,4.611079,4.588922,15.98893,0.2757092,3.105009,0.4295186,,NONE,6.520922
,6.489846,4.611078,4.588923,15.98893,0.2757144,3.105009,0.4353826,,NONE,6.520919
,6.48985,4.611075,4.588926,15.98893,0.2757414,3.105009,0.5035635,,NONE,6.520916
,6.489857,4.611071,4.588931,15.98894,0.2757453,3.10501,0.6019957,,NONE,6.520909
,6.489863,4.611066,4.588935,15.98894,0.2757452,3.105013,0.7036244,,NONE,6.5209
,6.48987,4.611061,4.58894,15.98895,0.2757447,3.105013,0.8022209,,NONE,6.520895
,6.489877,4.611056,4.588945,15.98895,0.2757438,3.105013,0.9000956,,NONE,6.52089
,6.489883,4.611052,4.58895,15.98896,0.2757444,3.105013,1.003627,,NONE,6.520881
,6.489885,4.61105,4.588952,15.98896,0.2757432,3.105013,1.100936,,NONE,6.520879
,6.489885,4.611051,4.588951,15.98896,0.2757433,3.105013,1.201035,,NONE,6.520878
,6.489885,4.611051,4.588951,15.98896,0.2757429,3.105013,1.300357,,NONE,6.520878
,6.489885,4.611051,4.588951,15.98896,0.2757435,3.105013,1.400192,,NONE,6.520878
,6.489885,4.611051,4.588951,15.98896,0.2757431,3.105013,1.503142,,NONE,6.520878
,6.489885,4.611051,4.588951,15.98896,0.2757436,3.105013,1.600947,,NONE,6.520878
,6.489885,4.611051,4.588951,15.98896,0.2757431,3.105013,1.701458,,NONE,6.520878
,6.489885,4.611051,4.588951,15.98896,0.2757445,3.105013,1.800059,,NONE,6.520878
,6.489885,4.611051,4.588951,15.98896,0.2757448,3.105013,1.903988,,NONE,6.520878
,6.489885,4.611051,4.588951,15.98896,0.2757445,3.105013,2.002073,,NONE,6.520878
,6.489885,4.611051,4.588951,15.98896,0.2757441,3.105013,2.101861,,NONE,6.520878
,6.489885,4.611051,4.588951,15.98896,0.2757444,3.105013,2.203172,,NONE,6.520878
,6.489885,4.611051,4.588951,15.98896,0.2757443,3.105013,2.301319,,NONE,6.520878
,6.489885,4.611051,4.588951,15.98896,0.2757445,3.105013,2.403051,,NONE,6.520878
,6.489885,4.611051,4.588951,15.98896,0.2757444,3.105013,2.501409,,NONE,6.520878
,6.489885,4.611051,4.588951,15.98896,0.2757445,3.105013,2.600761,,NONE,6.520878
,6.489885,4.611051,4.588951,15.98896,0.2757444,3.105013,2.703776,,NONE,6.520878
,6.489885,4.611051,4.588951,15.98896,0.2757444,3.105013,2.800306,,NONE,6.520878
,6.489885,4.611051,4.588951,15.98896,0.2757446,3.105013,2.900547,,NONE,6.520878
,6.489885,4.611051,4.588951,15.98896,0.2757446,3.105014,3.0028,,NONE,6.520878
,6.489885,4.611051,4.588951,15.98896,0.2757443,3.105013,3.103328,,NONE,6.520878
,6.489872,4.611049,4.588953,15.98896,0.275732,3.126396,3.203367,,ACCELERATE,6.520891
,6.55054,4.608585,4.591762,15.99202,0.2757087,3.275194,3.301174,,RIGHT_ACCELERATE,6.461487
,6.980385,4.586785,4.630776,16.0246,0.2756995,3.575686,3.403707,,RIGHT_ACCELERATE,6.109076
,7.895505,4.535944,4.762818,16.11721,0.2757103,3.976547,3.500022,,RIGHT_ACCELERATE,5.59315
,8.796385,4.437086,4.952213,16.25804,0.2825029,4.499472,3.60067,,RIGHT_ACCELERATE,5.212551
,9.201004,4.287416,5.119373,16.41161,0.2782991,5.145203,3.701188,,ACCELERATE,4.998035
,9.512467,4.115572,5.291523,16.58089,0.2796299,5.914871,3.803151,,ACCELERATE,4.797033
,9.851573,3.926596,5.480412,16.76675,0.2789891,6.774954,3.903659,,ACCELERATE,4.576904
,10.21295,3.725303,5.68165,16.9642,0.279304,7.694814,4.001174,,ACCELERATE,4.342377
,10.62716,3.494647,5.912261,17.18961,0.2791181,8.748152,4.104074,,ACCELERATE,4.073589
,10.95362,3.254753,6.140718,17.42093,0.2791871,9.848808,4.204497,,LEFT_ACCELERATE,3.812958
,10.7276,3.035197,6.296742,17.61432,0.2791496,11.00463,4.303608,,LEFT_ACCELERATE,3.669032
,11.00004,2.849446,6.478216,17.79618,0.2791745,12.1881,4.400382,,ACCELERATE,3.452672
,11.35946,2.638509,6.689268,18.00636,0.2791567,13.5091,4.504282,,ACCELERATE,3.196867
,11.7262,2.423132,6.904737,18.21894,0.2791618,14.81912,4.603961,,ACCELERATE,2.935765
,12.07115,2.19942,7.125359,18.4381,0.279159,16.16199,4.703351,,LEFT_ACCELERATE,2.669413
,11.70034,1.999086,7.268594,18.61914,0.2791616,17.56075,4.804081,,LEFT_ACCELERATE,2.520964
,11.41273,1.888633,7.348129,18.72181,0.2791591,18.95636,4.902206,,ACCELERATE,2.451625
,11.57339,1.781884,7.454565,18.8294,0.2791606,20.43437,5.004347,,ACCELERATE,2.31383
,11.74777,1.670696,7.565854,18.9404,0.2791582,21.84873,5.100722,,ACCELERATE,2.169204
,11.94102,1.547114,7.689514,19.06387,0.2791599,23.35151,5.202081,,ACCELERATE,2.008571
,12.14034,1.419284,7.817392,19.19217,0.2791601,24.86897,5.304322,,LEFT_ACCELERATE,1.84252
,11.89695,1.316031,7.90098,19.28801,0.2791617,26.31036,5.401337,,LEFT_ACCELERATE,1.754486
,10.919,1.330274,7.871493,19.26497,0.2791698,27.78218,5.500325,,LEFT_ACCELERATE,1.918715
,10.1993,1.482728,7.742095,19.10792,0.2791679,29.36249,5.607004,,LEFT_ACCELERATE,2.263248
,9.966689,1.640256,7.587092,18.95943,0.2791628,30.75451,5.700996,,ACCELERATE,2.513534
,9.856905,1.784496,7.442698,18.81592,0.2791623,32.24311,5.801401,,ACCELERATE,2.733918
,9.913783,1.917831,7.309232,18.68294,0.2791609,33.72815,5.901499,,ACCELERATE,2.937616
,10.20829,2.048137,7.178843,18.55358,0.2791611,35.24869,6.003949,,ACCELERATE,3.11849
,10.40622,2.188424,7.056075,18.4154,0.2791597,36.6896,6.101149,,LEFT_ACCELERATE,3.300665
,9.917616,2.406973,6.876678,18.17365,0.2791654,38.14704,6.200436,,LEFT_ACCELERATE,3.662122
,10.28782,2.611986,6.631727,17.86137,0.2791621,39.62936,6.30215,,ACCELERATE,3.822747
,12.19659,2.723675,6.478171,17.55943,0.2791608,41.1083,6.40349,,ACCELERATE,3.774118
,-1.0,2.745143,6.453493,17.27636,0.2791605,42.54118,6.501546,,LEFT_ACCELERATE,3.615561
,-1.0,2.700797,6.5271,16.95564,0.2791607,44.0402,6.604496,,LEFT_ACCELERATE,3.4511
,-1.0,2.665711,6.539616,16.52087,0.2791748,45.45473,6.704031,,LEFT_ACCELERATE,3.462879
,-1.0,2.738532,6.460806,15.91417,0.2791841,46.77684,6.801939,,LEFT_ACCELERATE,3.68352
,-1.0,2.850301,6.347178,15.16805,0.2791752,48.06187,6.901798,,LEFT_ACCELERATE,3.809038
,-1.0,2.934502,6.262354,14.36327,0.2791724,49.28979,7.000451,,LEFT_ACCELERATE,3.896446
,12.79056,3.081812,6.123392,13.37249,0.2791889,50.47421,7.104392,,LEFT_ACCELERATE,4.216311
,10.25063,3.311864,5.913343,12.29186,0.279184,51.46035,7.20283,,LEFT_ACCELERATE,4.617845
,10.25466,3.519393,5.692976,11.1585,0.2791753,52.36172,7.3001,,LEFT_ACCELERATE,4.804788
,14.88971,3.616373,5.582675,9.945974,0.2791641,53.3298,7.404292,,ACCELERATE,4.651087
,-1.0,3.583645,5.675497,8.844966,0.2791624,54.24378,7.50037,,ACCELERATE,4.362043
,-1.0,3.427184,5.976086,7.670431,0.2791609,55.24274,7.60389,,ACCELERATE,3.94583
,-1.0,3.151959,6.455873,6.544431,0.2791601,56.2153,7.703781,,ACCELERATE,3.457548
,-1.0,2.775002,7.068416,5.441128,0.2791588,57.16772,7.801638,,LEFT_ACCELERATE,2.924974
,-1.0,2.332507,7.538195,4.262399,0.2791662,58.07719,7.901708,,LEFT_ACCELERATE,2.454916
,-1.0,1.927222,7.731795,2.985426,0.2791876,58.83477,8.001651,,LEFT_ACCELERATE,2.123711
,18.5605,1.673662,7.759953,1.580351,0.2791944,59.39516,8.103522,,LEFT_ACCELERATE,1.953192
,16.24717,1.526513,7.834514,0.1808065,0.2791792,59.77835,8.201084,,LEFT_ACCELERATE,1.828746
,15.29581,1.382101,7.97826,-1.292243,0.2791722,60.10191,8.302393,,LEFT_ACCELERATE,1.660131
,13.30522,1.288212,7.980797,-2.76052,0.279183,60.28312,8.401926,,LEFT_ACCELERATE,1.620388
,11.22123,1.346399,7.854094,-4.273977,0.2791927,60.24609,8.503881,,LEFT_ACCELERATE,1.884969
,10.00237,1.557557,7.675836,-5.726103,0.2791828,60.03605,8.602553,,LEFT_ACCELERATE,2.408055
,9.344845,1.845527,7.424551,-7.189147,0.279169,59.76007,8.702541,,ACCELERATE,2.978069
,9.045184,2.094726,7.173024,-8.631371,0.2791645,59.5127,8.800808,,RIGHT_ACCELERATE,3.372102
,9.072969,2.272096,6.961198,-10.12747,0.2791651,59.33152,8.90206,,RIGHT_ACCELERATE,3.511911
,8.947145,2.403977,6.824501,-11.64111,0.2791612,59.19881,9.00408,,ACCELERATE,3.690161
,8.789412,2.5251,6.70326,-13.07323,0.2791607,59.07797,9.100567,,ACCELERATE,3.875464
,8.628253,2.648237,6.580094,-14.56671,0.2791585,58.95489,9.201172,,ACCELERATE,4.064255
,8.464539,2.773178,6.455136,-16.0947,0.2791597,58.83096,9.304089,,ACCELERATE,4.255926
,8.336556,2.88622,6.339994,-17.52648,0.2791606,58.71791,9.400514,,RIGHT_ACCELERATE,4.415146
,8.402396,2.966329,6.24688,-19.06288,0.2791603,58.63568,9.503823,,ACCELERATE,4.432492
,8.438034,3.038509,6.174589,-20.56028,0.2791604,58.56295,9.60447,,ACCELERATE,4.539332
,8.647982,3.111301,6.101818,-22.01918,0.2791596,58.48978,9.702537,,ACCELERATE,4.601542
,9.10297,3.18983,6.024906,-23.49528,0.2791604,58.41214,9.801773,,LEFT_ACCELERATE,4.576662
,9.054715,3.308749,5.922174,-24.97719,0.2791631,58.27492,9.901768,,LEFT_ACCELERATE,4.709061
,9.07137,3.455033,5.764237,-26.46464,0.2791636,58.02928,10.00303,,LEFT_ACCELERATE,4.863683
,10.50847,3.529258,5.668386,-27.90609,0.2791603,57.77771,10.10127,,ACCELERATE,4.728986
,-1.0,3.51561,5.697482,-29.3835,0.2791606,57.52989,10.20184,,ACCELERATE,4.476867
,-1.0,3.417509,5.851605,-30.8288,0.2791595,57.28991,10.3002,,LEFT_ACCELERATE,4.160477
,-1.0,3.266519,6.024274,-32.29894,0.2791639,56.97519,10.40124,,LEFT_ACCELERATE,3.943815
,-1.0,3.166376,6.075657,-33.69482,0.279186,56.50299,10.50041,,LEFT_ACCELERATE,3.942968
,-1.0,3.201765,5.995472,-35.03477,0.2792103,55.78566,10.60286,,LEFT_ACCELERATE,4.242244
,9.839767,3.423333,5.812099,-36.18653,0.2792058,54.86349,10.70233,,LEFT_ACCELERATE,4.795264
,8.449696,3.726058,5.542804,-37.18684,0.2791906,53.8109,10.80005,,LEFT_ACCELERATE,5.322934
,8.246727,4.01405,5.227826,-38.14677,0.2791742,52.65459,10.901,,LEFT_ACCELERATE,5.577976
,9.540792,4.163513,5.033304,-39.13288,0.2791651,51.47738,11.00412,,ACCELERATE,5.453952
,-1.0,4.178782,5.046628,-40.10137,0.2791622,50.3685,11.10298,,ACCELERATE,5.171628
,-1.0,4.078112,5.254429,-41.10185,0.2791607,49.25184,11.20364,,ACCELERATE,4.774922
,-1.0,3.854374,5.643894,-42.09295,0.2791604,48.16217,11.30253,,LEFT_ACCELERATE,4.298865
,-1.0,3.534944,6.075778,-43.05135,0.2791603,47.05772,11.40075,,LEFT_ACCELERATE,3.863201
,-1.0,3.195372,6.349236,-43.91085,0.2791783,45.85496,11.50019,,LEFT_ACCELERATE,3.551432
,19.14641,2.936019,6.501595,-44.61614,0.2791805,44.5307,11.60115,,LEFT_ACCELERATE,3.369122
,18.00359,2.736392,6.738354,-45.21597,0.2791714,43.16381,11.70142,,LEFT_ACCELERATE,3.118563
,18.25411,2.471716,7.088644,-45.78659,0.2791644,41.80197,11.80057,,LEFT_ACCELERATE,2.763285
,16.23719,2.184351,7.313977,-46.27006,0.2791673,40.38966,11.90092,,LEFT_ACCELERATE,2.484406
,15.51699,1.935357,7.587279,-46.66279,0.2791667,38.90978,12.00375,,LEFT_ACCELERATE,2.188804
,16.19939,1.636667,7.963383,-47.0377,0.279162,37.49436,12.10206,,LEFT_ACCELERATE,1.793359
,15.81494,1.248731,8.260407,-47.40168,0.2791621,36.02178,12.20395,,LEFT_ACCELERATE,1.400086
,14.00244,0.9929474,8.323288,-47.62251,0.2791753,34.55316,12.30385,,LEFT_ACCELERATE,1.211212
,12.58359,0.9276337,8.293602,-47.67291,0.2791766,33.07968,12.40299,,LEFT_ACCELERATE,1.228437
,12.11008,0.9450071,8.260729,-47.65485,0.2791669,31.57266,12.5042,,ACCELERATE,1.290858
,12.10689,0.9477231,8.258033,-47.65339,0.2791611,30.1257,12.60135,,LEFT_ACCELERATE,1.294492
,11.69289,0.9612893,8.23877,-47.63605,0.2791597,28.57877,12.70524,,LEFT_ACCELERATE,1.354659
,11.51971,1.0066,8.193563,-47.59188,0.2791607,27.1601,12.80053,,ACCELERATE,1.431969
,11.47075,1.042359,8.157797,-47.55672,0.2791606,25.62654,12.90352,,ACCELERATE,1.482665
,11.43713,1.067452,8.132696,-47.53189,0.2791596,24.15768,13.00214,,ACCELERATE,1.518131
,11.41054,1.087124,8.113019,-47.51231,0.2791587,22.65487,13.10304,,ACCELERATE,1.54596
,11.38927,1.102676,8.097464,-47.49688,0.2791602,21.1818,13.20194,,ACCELERATE,1.567992
,11.25359,1.122039,8.079035,-47.47607,0.2791588,19.68364,13.30254,,LEFT_ACCELERATE,1.611416
,10.96899,1.184852,8.020489,-47.41313,0.2791591,18.1678,13.4044,,ACCELERATE,1.734733
,10.88621,1.24453,7.960848,-47.35389,0.2791591,16.7412,13.50026,,ACCELERATE,1.822325
,10.80493,1.304294,7.90107,-47.29425,0.2791598,15.21408,13.60286,,ACCELERATE,1.909746
,10.73034,1.359061,7.846293,-47.23983,0.2791593,13.75935,13.70059,,ACCELERATE,1.989874
,10.65408,1.414933,7.790416,-47.18369,0.2791601,12.21207,13.80454,,ACCELERATE,2.071646
,10.5835,1.466579,7.738769,-47.13232,0.2791589,10.76716,13.9016,,ACCELERATE,2.147252
,10.51024,1.520127,7.685221,-47.07867,0.2791596,9.237221,14.00438,,ACCELERATE,2.225659
,10.44116,1.570594,7.634756,-47.02842,0.2791594,7.791094,14.10152,,ACCELERATE,2.299565
,10.36913,1.623192,7.582161,-46.97549,0.2791598,6.257926,14.20451,,ACCELERATE,2.376602
,10.29923,1.674213,7.531144,-46.925,0.2791594,4.789818,14.30313,,ACCELERATE,2.451337
,10.2302,1.724605,7.480757,-46.87444,0.27916,3.316307,14.40211,,ACCELERATE,2.52515
,10.15903,1.776551,7.428816,-46.82223,0.2791594,1.791894,14.50451,,ACCELERATE,2.601248
,10.08954,1.827259,7.378112,-46.77198,0.2791588,0.3233075,14.60316,,ACCELERATE,2.67554
,10.01929,1.878521,7.326854,-46.72055,0.2791598,-1.180112,14.70415,,ACCELERATE,2.750643
,9.950335,1.928841,7.27654,-46.6703,0.2791596,-2.649833,14.80287,,ACCELERATE,2.824373
,9.881785,1.978863,7.226523,-46.62045,0.2791608,-4.107355,14.90078,,ACCELERATE,2.897664
,9.811247,2.030343,7.175047,-46.56889,0.2791586,-5.614569,15.00202,,ACCELERATE,2.973098
,9.74246,2.080541,7.124856,-46.51888,0.279159,-7.076281,15.10022,,ACCELERATE,3.046655
,9.670901,2.132761,7.07264,-46.46646,0.2791591,-8.607774,15.20309,,ACCELERATE,3.123179
,9.60214,2.182944,7.022462,-46.41648,0.2791594,-10.0673,15.30113,,ACCELERATE,3.19672
,9.532364,2.233867,6.971545,-46.3656,0.2791605,-11.55258,15.40091,,ACCELERATE,3.271349
,9.461216,2.285794,6.919623,-46.31359,0.2791592,-13.07031,15.50286,,ACCELERATE,3.34745
,9.391372,2.336774,6.868647,-46.26266,0.2791602,-14.55549,15.60263,,ACCELERATE,3.422166
,9.321209,2.387984,6.817443,-46.21152,0.2791593,-16.04614,15.70276,,ACCELERATE,3.497221
,9.273042,2.438132,6.7673,-46.16146,0.2791594,-17.50478,15.80075,,ACCELERATE,3.570726
,9.359297,2.489025,6.716413,-46.11047,0.2791597,-18.99016,15.90052,,ACCELERATE,3.645322
,9.661283,2.5412,6.664243,-46.05833,0.2791594,-20.50768,16.00246,,ACCELERATE,3.718556
,10.2998,2.5922,6.613247,-46.00741,0.2791603,-21.98949,16.102,,ACCELERATE,3.725872
,11.71779,2.633945,6.564839,-45.95604,0.2791595,-23.48046,16.20216,,LEFT_ACCELERATE,3.636926
,13.39867,2.655544,6.542422,-45.86897,0.2791609,-24.96187,16.30183,,LEFT_ACCELERATE,3.600892
,-1.0,2.681531,6.519707,-45.69878,0.2791611,-26.47752,16.40425,,ACCELERATE,3.551837
,-1.0,2.634962,6.606331,-45.53374,0.2791597,-27.91548,16.50142,,ACCELERATE,3.326398
,-1.0,2.493914,6.80407,-45.35487,0.2791607,-29.41526,16.60284,,LEFT_ACCELERATE,3.044686
,-1.0,2.345672,6.938454,-45.08851,0.2791676,-30.85158,16.70104,,LEFT_ACCELERATE,2.878447
,-1.0,2.284698,6.944778,-44.63721,0.2791901,-32.25974,16.80059,,LEFT_ACCELERATE,2.920352
,-1.0,2.376481,6.825966,-43.92706,0.279213,-33.60399,16.90311,,LEFT_ACCELERATE,3.288695
,10.44545,2.665831,6.627304,-43.02446,0.2792098,-34.73502,17.00072,,LEFT_ACCELERATE,3.953391
,8.734715,3.087958,6.294622,-41.89756,0.2791904,-35.78403,17.10439,,LEFT_ACCELERATE,4.723651
,8.196978,3.483115,5.872427,-40.73356,0.279177,-36.70821,17.20424,,LEFT_ACCELERATE,5.211939
,8.648669,3.746294,5.502889,-39.57746,0.2791655,-37.61969,17.30311,,ACCELERATE,5.278086
,10.25719,3.87927,5.321054,-38.41488,0.2791627,-38.57854,17.4043,,ACCELERATE,5.123842
,19.01385,3.888318,5.337398,-37.31654,0.2791615,-39.51084,17.50103,,ACCELERATE,4.85313
,-1.0,3.770529,5.54453,-36.1583,0.2791602,-40.51201,17.60381,,ACCELERATE,4.458358
,-1.0,3.559864,5.916611,-35.07851,0.2791604,-41.45622,17.70011,,ACCELERATE,4.010356
,-1.0,3.227135,6.419491,-33.90766,0.2791599,-42.45705,17.80355,,LEFT_ACCELERATE,3.506871
,-1.0,2.851368,6.752397,-32.69215,0.2791733,-43.33527,17.9044,,LEFT_ACCELERATE,3.141566
,19.29936,2.579391,6.849062,-31.40663,0.2791973,-44.0172,18.00241,,LEFT_ACCELERATE,2.981512
,13.72122,2.458303,6.792238,-30.00196,0.279209,-44.46987,18.1019,,LEFT_ACCELERATE,3.082434
,11.32388,2.521273,6.68543,-28.51484,0.279194,-44.69864,18.20323,,LEFT_ACCELERATE,3.345064
,10.32714,2.637777,6.560665,-27.03106,0.279179,-44.78381,18.3031,,LEFT_ACCELERATE,3.557673
,10.18244,2.708909,6.495395,-25.52143,0.2791664,-44.8441,18.40456,,ACCELERATE,3.56238
,10.32824,2.674228,6.563112,-24.0383,0.2791635,-44.93425,18.50433,,ACCELERATE,3.446508
,10.51031,2.576312,6.671701,-22.61419,0.2791608,-45.04192,18.60022,,RIGHT_ACCELERATE,3.305348
,11.29673,2.423579,6.866636,-21.12387,0.2791663,-45.20921,18.70097,,RIGHT_ACCELERATE,3.00554
,12.31469,2.167891,7.173809,-19.61103,0.2791636,-45.47633,18.80415,,ACCELERATE,2.606664
,12.7143,1.899891,7.436573,-18.18265,0.279162,-45.73674,18.90163,,LEFT_ACCELERATE,2.290913
,12.18086,1.673069,7.591521,-16.66869,0.2791626,-45.94231,19.0043,,LEFT_ACCELERATE,2.115185
,11.70138,1.571394,7.654408,-15.1989,0.2791644,-46.03542,19.10322,,LEFT_ACCELERATE,2.067442
,11.79781,1.490516,7.733927,-13.72635,0.2791622,-46.1167,19.20224,,ACCELERATE,1.96463
,11.96415,1.399297,7.825221,-12.23314,0.2791613,-46.20828,19.30268,,ACCELERATE,1.844198
,11.90008,1.317092,7.894256,-10.72177,0.2791606,-46.28492,19.4043,,LEFT_ACCELERATE,1.774548
,10.94754,1.34816,7.855969,-9.262653,0.2791727,-46.24501,19.50246,,LEFT_ACCELERATE,1.965381
,9.871336,1.56609,7.701695,-7.766556,0.2791756,-46.03318,19.60407,,LEFT_ACCELERATE,2.521416
,9.462996,1.855326,7.450796,-6.318702,0.2791673,-45.75415,19.70309,,ACCELERATE,3.091533
,9.508432,2.131531,7.17474,-4.840857,0.2791624,-45.48232,19.80398,,ACCELERATE,3.447082
,9.822775,2.361596,6.924834,-3.405236,0.2791616,-45.23445,19.90179,,LEFT_ACCELERATE,3.628067
,10.05496,2.560938,6.698703,-1.92032,0.2791607,-44.96258,20.00316,,LEFT_ACCELERATE,3.809807
,10.12923,2.752107,6.493401,-0.4934435,0.2791627,-44.62275,20.10166,,LEFT_ACCELERATE,4.004117
,11.94636,2.86241,6.33794,0.9355624,0.279159,-44.27396,20.20042,,ACCELERATE,3.951741
,-1.0,2.882003,6.318865,2.423703,0.2791608,-43.92182,20.30309,,ACCELERATE,3.770311
,-1.0,2.813511,6.431746,3.872208,0.2791591,-43.57951,20.40302,,LEFT_ACCELERATE,3.517149
,-1.0,2.711969,6.542577,5.286795,0.2791657,-43.16644,20.50207,,LEFT_ACCELERATE,3.373708
,-1.0,2.665286,6.546935,6.669139,0.2791878,-42.57503,20.60327,,LEFT_ACCELERATE,3.429114
,-1.0,2.769644,6.434762,7.911837,0.2792111,-41.77553,20.70288,,LEFT_ACCELERATE,3.799201
,9.822883,3.0475,6.23217,8.970903,0.2792057,-40.78526,20.80063,,LEFT_ACCELERATE,4.434853
,8.439145,3.424707,5.908402,9.925542,0.27919,-39.60881,20.90258,,LEFT_ACCELERATE,5.087969
,8.113338,3.773835,5.521247,10.79564,0.2791739,-38.3782,21.00382,,LEFT_ACCELERATE,5.444739
,8.799017,3.972589,5.2466,11.63127,0.2791658,-37.2051,21.10054,,LEFT_ACCELERATE,5.405831
,9.111894,4.095223,5.104241,12.48217,0.2791605,-35.96042,21.20181,,LEFT_ACCELERATE,5.435528
,9.928791,4.182046,5.021893,13.25173,0.2791632,-34.7118,21.3003,,ACCELERATE,5.365209
,13.53537,4.145193,5.110061,14.07516,0.2791616,-33.39458,21.4046,,ACCELERATE,5.033427
