ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
-1,5.541817,5.515208,4.611081,4.58892,15.98893,0.2756145,3.10501,0.3733333,NONE
-1,5.541757,5.515268,4.611082,4.588919,15.98893,0.2756912,3.105009,0.4130569,NONE
-1,5.541755,5.515271,4.611079,4.588922,15.98893,0.275711,3.105009,0.4316126,NONE
-1,5.541752,5.515272,4.611078,4.588923,15.98893,0.275716,3.105009,0.4372859,NONE
-1,5.54175,5.515276,4.611075,4.588926,15.98893,0.2757421,3.105011,0.5045662,NONE
-1,5.541746,5.51528,4.611072,4.58893,15.98894,0.2757455,3.10501,0.6104544,ACCELERATE
-1,5.541737,5.515287,4.611066,4.588935,15.98894,0.2757448,3.105012,0.7037528,ACCELERATE
-1,5.541733,5.515293,4.611061,4.58894,15.98895,0.2757444,3.105012,0.8010864,ACCELERATE
-1,5.541728,5.515299,4.611056,4.588945,15.98895,0.2757444,3.105012,0.9010096,ACCELERATE
-1,5.541721,5.515305,4.611052,4.58895,15.98896,0.275744,3.105012,1.000238,ACCELERATE
-1,5.541719,5.515306,4.61105,4.588952,15.98896,0.2757434,3.105012,1.100751,ACCELERATE
-1,5.541719,5.515305,4.611051,4.588951,15.98896,0.2757439,3.105012,1.202052,ACCELERATE
-1,5.541719,5.515305,4.611051,4.588951,15.98896,0.2757434,3.105012,1.303924,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757438,3.105012,1.400422,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757448,3.105013,1.503218,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757446,3.105012,1.602444,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757444,3.105012,1.700107,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757444,3.105012,1.803497,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757443,3.105012,1.902023,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757445,3.105012,2.002675,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757442,3.105013,2.103952,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757442,3.105012,2.202186,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757445,3.105012,2.302287,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757444,3.105012,2.403791,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757444,3.105012,2.502518,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757444,3.105012,2.603563,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757444,3.105012,2.701441,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757444,3.105012,2.803841,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757444,3.105012,2.900821,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757441,3.105012,3.003123,ACCELERATE
-1,5.541731,5.515294,4.611048,4.588953,15.98896,0.2757254,3.145091,3.103019,ACCELERATE
-1,5.541759,5.515266,4.611039,4.588962,15.98897,0.2757058,3.321545,3.200755,ACCELERATE
-1,5.524964,5.532178,4.609889,4.590194,15.99048,0.2756978,3.641062,3.300703,RIGHT_ACCELERATE
-1,5.321571,5.76675,4.584415,4.628525,16.02605,0.2854887,4.100154,3.403356,RIGHT_ACCELERATE
-1,4.940586,6.368692,4.506629,4.788847,16.14619,0.2776887,4.63352,3.500598,RIGHT_ACCELERATE
-1,4.627231,6.965596,4.366794,5.017903,16.3254,0.2800038,5.312821,3.603872,RIGHT_ACCELERATE
-1,4.42815,7.246121,4.189193,5.203175,16.50283,0.278739,6.054619,3.700649,ACCELERATE
19.43716,4.219975,7.519778,3.991985,5.400154,16.69701,0.2793652,6.940158,3.802908,ACCELERATE
18.43156,3.999871,7.809121,3.783543,5.608388,16.90062,0.2790769,7.900697,3.903348,ACCELERATE
17.35741,3.76585,8.117007,3.562059,5.829763,17.11906,0.2792064,8.947218,4.004407,ACCELERATE
