ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
-1,5.541817,5.515208,4.611081,4.58892,15.98893,0.2756145,3.10501,0.3733333,NONE
-1,5.541757,5.515268,4.611082,4.588919,15.98893,0.2756903,3.10501,0.4123687,NONE
-1,5.541755,5.515271,4.611079,4.588922,15.98893,0.2757099,3.105009,0.430436,NONE
-1,5.541755,5.515271,4.611079,4.588922,15.98893,0.275715,3.105009,0.4361017,NONE
-1,5.54175,5.515276,4.611075,4.588926,15.98893,0.2757423,3.10501,0.5048895,NONE
-1,5.541746,5.51528,4.611072,4.58893,15.98894,0.2757454,3.10501,0.6013361,NONE
-1,5.541737,5.515288,4.611066,4.588935,15.98894,0.2757447,3.105011,0.7025613,NONE
-1,5.541733,5.515293,4.611061,4.58894,15.98895,0.2757444,3.105011,0.8008868,NONE
-1,5.541728,5.515299,4.611056,4.588945,15.98895,0.2757437,3.105011,0.902299,NONE
-1,5.541721,5.515305,4.611052,4.58895,15.98896,0.2757444,3.105011,1.003216,NONE
-1,5.541719,5.515305,4.611051,4.588951,15.98896,0.2757432,3.105011,1.104523,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757435,3.105011,1.204796,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757446,3.105011,1.305078,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757447,3.105011,1.402526,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757444,3.105011,1.505025,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.275744,3.105011,1.601442,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757445,3.105011,1.704464,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757445,3.105011,1.801485,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757441,3.105011,1.903349,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757443,3.105011,2.004563,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757441,3.105011,2.107927,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757444,3.10501,2.203107,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757444,3.105011,2.304315,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757445,3.105011,2.402414,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757442,3.105011,2.500724,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757443,3.105011,2.602095,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757445,3.105011,2.701177,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757443,3.105011,2.800291,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757443,3.105011,2.901632,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757445,3.105011,3.003119,ACCELERATE
-1,5.54173,5.515295,4.611048,4.588953,15.98896,0.2757265,3.142316,3.100711,ACCELERATE
-1,5.54176,5.515265,4.611039,4.588962,15.98897,0.2757057,3.329007,3.203585,ACCELERATE
-1,5.541799,5.515227,4.611033,4.588968,15.98898,0.2756985,3.64628,3.302002,ACCELERATE
-1,5.541864,5.515162,4.61101,4.588992,15.98897,0.2865061,4.09262,3.40137,ACCELERATE
