ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
-1,5.541817,5.515208,4.611081,4.58892,15.98893,0.2756145,3.10501,0.3733333,NONE
-1,5.541757,5.515268,4.611082,4.588919,15.98893,0.2756904,3.10501,0.4124569,NONE
-1,5.541754,5.51527,4.611079,4.588922,15.98893,0.2757097,3.105009,0.4301572,NONE
-1,5.541754,5.51527,4.611079,4.588922,15.98893,0.2757148,3.10501,0.4359548,NONE
-1,5.54175,5.515276,4.611075,4.588926,15.98893,0.2757411,3.105009,0.5019599,NONE
-1,5.541746,5.51528,4.611072,4.58893,15.98894,0.2757455,3.10501,0.6035707,NONE
-1,5.541739,5.515285,4.611067,4.588934,15.98894,0.2757446,3.105011,0.70022,NONE
-1,5.541732,5.515293,4.611061,4.58894,15.98895,0.2757441,3.105011,0.8011914,NONE
-1,5.541727,5.515299,4.611056,4.588945,15.98895,0.2757439,3.105011,0.9013022,NONE
-1,5.541723,5.515303,4.611053,4.588949,15.98896,0.2757441,3.105011,1.002799,NONE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757437,3.105011,1.100191,NONE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757429,3.105011,1.201325,NONE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757431,3.105011,1.300754,NONE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757434,3.105011,1.401804,NONE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757431,3.105011,1.503411,NONE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757431,3.105011,1.605827,NONE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757434,3.105011,1.703454,NONE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.275745,3.105011,1.800752,NONE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757447,3.105011,1.903318,NONE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757442,3.105011,2.00137,NONE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757439,3.105011,2.105637,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757446,3.105011,2.203511,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757445,3.105011,2.301075,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757444,3.105011,2.401304,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757443,3.105011,2.500319,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757445,3.105011,2.602098,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757444,3.105011,2.705167,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757445,3.105011,2.804036,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757442,3.105011,2.90088,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757446,3.105011,3.001322,ACCELERATE
-1,5.541731,5.515294,4.611048,4.588953,15.98896,0.2757252,3.146199,3.103944,ACCELERATE
-1,5.541759,5.515266,4.611039,4.588962,15.98897,0.2757062,3.321842,3.200869,ACCELERATE
-1,5.5418,5.515227,4.611033,4.588968,15.98898,0.2756979,3.650069,3.302951,ACCELERATE
-1,5.541873,5.515153,4.611005,4.588996,15.98897,0.2849697,4.108055,3.404346,ACCELERATE
-1,5.542032,5.514995,4.611074,4.588927,15.98893,0.2780236,4.666727,3.502305,ACCELERATE
-1,5.537948,5.519071,4.610749,4.589257,15.98946,0.2802733,5.345841,3.601021,RIGHT_ACCELERATE
-1,5.369622,5.704815,4.585278,4.621878,16.02179,0.2788702,6.160974,3.703424,RIGHT_ACCELERATE
-1,4.9445,6.342355,4.488556,4.796806,16.16236,0.2793553,7.042513,3.803841,RIGHT_ACCELERATE
16.45438,4.40131,7.581151,4.300144,5.208902,16.45365,0.2790797,7.945933,3.902047,RIGHT_ACCELERATE
11.63912,3.888785,8.944806,3.971763,5.749389,16.85717,0.2792412,8.898408,4.001448,RIGHT_ACCELERATE
9.811156,3.42488,9.877501,3.533973,6.245024,17.2909,0.27913,9.906098,4.100176,ACCELERATE
8.505052,2.965515,10.62116,3.059126,6.718242,17.73797,0.2791776,11.02812,4.202922,ACCELERATE
7.247615,2.525005,11.33488,2.604199,7.171992,18.16707,0.2791513,12.15357,4.300652,ACCELERATE
6.039446,2.066933,11.97538,2.122783,7.629278,18.61276,0.2791652,13.36314,4.401184,LEFT_ACCELERATE
5.848428,1.687537,11.72547,1.671679,7.897082,19.00279,0.2791645,14.65054,4.502836,LEFT_ACCELERATE
8.2599,1.503658,10.74772,1.391647,7.938191,19.23072,0.2791865,15.98254,4.602747,LEFT_ACCELERATE
-1,1.624924,9.489625,1.361791,7.838776,19.23097,0.2792023,17.37348,4.70411,LEFT_ACCELERATE
-1,2.066679,8.556691,1.584374,7.679398,19.01272,0.2791952,18.71808,4.802119,LEFT_ACCELERATE
-1,2.755226,7.832175,1.971396,7.429512,18.64943,0.2791818,20.06277,4.900883,LEFT_ACCELERATE
-1,4.127843,6.938609,2.623769,7.136175,18.1005,0.2791964,21.4326,5.004273,LEFT_ACCELERATE
12.96876,6.637658,6.049074,3.595174,6.78989,17.38379,0.279196,22.63839,5.101813,LEFT_ACCELERATE
9.317526,10.45425,5.121476,4.883021,6.130489,16.48209,0.2791851,23.82241,5.204401,LEFT_ACCELERATE
7.278044,13.90908,4.215984,6.116323,5.168755,15.57772,0.279167,24.9216,5.301304,LEFT_ACCELERATE
5.739264,15.7078,3.305186,7.211817,4.040944,14.6674,0.279164,26.07597,5.400308,RIGHT_ACCELERATE
4.552061,15.65098,2.416712,8.005494,2.850186,13.78356,0.2791708,27.35826,5.505014,RIGHT_ACCELERATE
3.918623,14.35593,1.744831,8.326024,1.927976,13.08963,0.2791912,28.68879,5.60603,RIGHT_ACCELERATE
4.151742,12.49311,1.30181,8.337081,1.311235,12.63937,0.279212,30.05561,5.703024,RIGHT_ACCELERATE
-1,10.82114,1.170906,8.223293,1.063753,12.45261,0.2792171,31.48284,5.800111,RIGHT_ACCELERATE
-1,9.433454,1.40431,8.068138,1.138615,12.54771,0.2792146,32.99825,5.902655,RIGHT_ACCELERATE
18.03137,8.435519,2.021079,7.853324,1.485892,12.88176,0.2791972,34.46695,6.004223,RIGHT_ACCELERATE
15.1355,7.676843,2.915617,7.510187,1.987031,13.34349,0.27918,35.8714,6.103583,RIGHT_ACCELERATE
13.28634,7.043034,4.097576,7.044063,2.521957,13.83209,0.2791655,37.27521,6.203401,ACCELERATE
11.77193,6.443203,5.794786,6.57685,3.116575,14.27694,0.2791614,38.64877,6.300349,ACCELERATE
10.25294,5.800198,-1,6.088239,3.838289,14.71209,0.2791601,40.06977,6.400132,LEFT_ACCELERATE
9.072783,5.152842,-1,5.470443,4.611931,15.10633,0.2791613,41.55073,6.503096,LEFT_ACCELERATE
8.490905,4.608698,-1,4.840864,5.174619,15.34111,0.2791772,43.01887,6.603119,LEFT_ACCELERATE
7.783204,4.107832,-1,4.297878,5.729821,15.41644,0.2791729,44.51621,6.703909,LEFT_ACCELERATE
6.776344,3.57618,-1,3.784197,6.41958,15.414,0.2791699,46.01437,6.804543,LEFT_ACCELERATE
6.245928,3.100696,-1,3.232828,6.866046,15.27464,0.2791822,47.47976,6.903568,LEFT_ACCELERATE
6.271345,2.776693,-1,2.786339,6.995894,14.93273,0.2792046,48.8747,7.000323,LEFT_ACCELERATE
6.985129,2.638666,-1,2.511533,6.941985,14.31526,0.279216,50.23754,7.101256,LEFT_ACCELERATE
8.351153,2.714633,11.68256,2.434081,6.819432,13.47047,0.2792193,51.43087,7.200016,LEFT_ACCELERATE
9.950484,2.936381,9.586765,2.532667,6.668241,12.40793,0.2792034,52.48773,7.301217,LEFT_ACCELERATE
