ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
-1,5.541817,5.515208,4.611081,4.58892,15.98893,0.2756145,3.10501,0.3733333,NONE
-1,5.541757,5.515268,4.611082,4.588919,15.98893,0.2756916,3.10501,0.4133747,NONE
-1,5.541754,5.51527,4.611079,4.588922,15.98893,0.275711,3.105009,0.4316301,NONE
-1,5.541754,5.51527,4.611079,4.588922,15.98893,0.2757159,3.105009,0.4371238,NONE
-1,5.54175,5.515276,4.611075,4.588926,15.98893,0.2757418,3.105009,0.5052632,ACCELERATE
-1,5.541746,5.51528,4.611072,4.58893,15.98894,0.2757456,3.105011,0.6021281,ACCELERATE
-1,5.541739,5.515286,4.611067,4.588934,15.98894,0.2757449,3.105014,0.7011818,ACCELERATE
-1,5.541732,5.515293,4.611061,4.58894,15.98895,0.2757438,3.105014,0.8048133,ACCELERATE
-1,5.541728,5.515299,4.611056,4.588945,15.98895,0.2757435,3.105015,0.9033024,ACCELERATE
-1,5.541723,5.515303,4.611053,4.588949,15.98896,0.2757437,3.105015,1.001343,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757436,3.105015,1.100676,ACCELERATE
-1,5.541719,5.515305,4.611051,4.588951,15.98896,0.2757432,3.105015,1.20113,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757431,3.105016,1.301677,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757444,3.105016,1.401417,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757442,3.105016,1.501767,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757446,3.105016,1.601864,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757441,3.105016,1.703036,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757445,3.105016,1.80154,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757446,3.105016,1.901224,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757443,3.105016,2.001677,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757442,3.105016,2.103287,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757443,3.105016,2.204754,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757444,3.105016,2.303165,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757444,3.105016,2.404429,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757444,3.105016,2.503545,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757444,3.105016,2.601022,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757444,3.105016,2.70373,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757443,3.105016,2.802832,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757444,3.105016,2.902743,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757445,3.105016,3.001405,ACCELERATE
-1,5.541732,5.515293,4.611049,4.588953,15.98896,0.2757254,3.145111,3.103035,ACCELERATE
-1,5.54176,5.515264,4.611039,4.588962,15.98897,0.2757057,3.329941,3.203938,ACCELERATE
-1,5.541798,5.515228,4.611033,4.588968,15.98898,0.2756978,3.63905,3.300193,ACCELERATE
-1,5.541868,5.515158,4.611007,4.588995,15.98897,0.2859101,4.098608,3.402525,ACCELERATE
-1,5.54203,5.514996,4.611073,4.588928,15.98893,0.2778368,4.660778,3.501383,ACCELERATE
-1,5.542126,5.5149,4.611133,4.588869,15.98886,0.2803659,5.338561,3.600059,ACCELERATE
-1,5.542239,5.514787,4.611203,4.588798,15.9888,0.2787272,6.136788,3.700371,ACCELERATE
-1,5.542392,5.514635,4.611278,4.588724,15.98872,0.2793309,7.067808,3.804293,ACCELERATE
-1,5.542531,5.514497,4.611359,4.588643,15.98864,0.2790581,8.028995,3.901849,ACCELERATE
-1,5.542713,5.514316,4.611458,4.588543,15.98854,0.2792086,9.115848,4.003973,ACCELERATE
-1,5.542911,5.514118,4.611576,4.588425,15.98842,0.279141,10.25293,4.104122,ACCELERATE
-1,5.543127,5.513901,4.611708,4.588294,15.98829,0.2791813,11.40392,4.200336,ACCELERATE
-1,5.543381,5.513649,4.611869,4.588132,15.98813,0.2791514,12.65359,4.300283,ACCELERATE
-1,5.543669,5.51336,4.612057,4.587945,15.98794,0.2791646,13.97714,4.402177,ACCELERATE
-1,5.543983,5.513047,4.612267,4.587735,15.98773,0.2791575,15.32014,4.502307,ACCELERATE
-1,5.544325,5.512703,4.612502,4.587499,15.98749,0.2791609,16.68174,4.601155,ACCELERATE
-1,5.544718,5.512313,4.612774,4.587227,15.98722,0.2791584,18.12554,4.703601,ACCELERATE
-1,5.545108,5.511923,4.61305,4.586952,15.98694,0.279159,19.51674,4.800453,ACCELERATE
-1,5.545569,5.51146,4.61338,4.586622,15.98661,0.2791578,21.02341,4.903647,ACCELERATE
-1,5.546049,5.510984,4.613725,4.586277,15.98626,0.2791586,22.48906,5.002651,ACCELERATE
-1,5.611767,5.448,4.62418,4.576786,15.97409,0.2791589,23.97509,5.102444,LEFT_ACCELERATE
-1,5.83592,5.251573,4.703803,4.506332,15.89773,0.2791602,25.45495,5.201955,ACCELERATE
-1,5.944623,5.149978,4.789784,4.420571,15.81241,0.2791608,26.93891,5.301746,ACCELERATE
-1,6.045769,5.054976,4.871461,4.338871,15.72955,0.2791609,28.47195,5.404818,ACCELERATE
-1,6.142164,4.96442,4.949302,4.261009,15.65314,0.2791597,29.94771,5.504025,ACCELERATE
-1,6.232475,4.879599,5.022164,4.188135,15.57783,0.2791605,31.44522,5.604687,ACCELERATE
-1,6.326475,4.79133,5.097953,4.11234,15.50508,0.2791608,32.92122,5.703894,ACCELERATE
19.70566,6.383913,4.710868,5.167019,4.043272,15.43528,0.2791602,34.35604,5.800334,ACCELERATE
18.72699,6.479564,4.575647,5.264699,3.95803,15.34287,0.27916,35.84163,5.900289,LEFT_ACCELERATE
17.6448,6.514166,4.488825,5.408475,3.811525,15.19108,0.2791595,37.36594,6.00314,ACCELERATE
16.23222,6.397762,4.590506,5.48451,3.717315,15.04031,0.2791605,38.86871,6.104539,LEFT_ACCELERATE
15.72886,6.406634,4.589321,5.53353,3.664425,14.83446,0.2791621,40.33191,6.203815,LEFT_ACCELERATE
15.01292,6.350414,4.66577,5.576559,3.622241,14.54824,0.2791627,41.74042,6.300339,LEFT_ACCELERATE
13.74542,6.128871,5.079548,5.548542,3.678385,14.23826,0.2791619,43.20265,6.400695,LEFT_ACCELERATE
