ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
-1,5.541817,5.515208,4.611081,4.58892,15.98893,0.2756145,3.10501,0.3733333,NONE
-1,5.541757,5.515268,4.611082,4.588919,15.98893,0.2757018,3.105009,0.4213585,ACCELERATE
-1,5.541754,5.51527,4.611079,4.588922,15.98893,0.27572,3.10501,0.4428085,ACCELERATE
-1,5.541753,5.515274,4.611077,4.588924,15.98893,0.2757233,3.105009,0.4486646,ACCELERATE
-1,5.54175,5.515276,4.611075,4.588926,15.98893,0.2757412,3.105009,0.503571,ACCELERATE
-1,5.541743,5.515282,4.611071,4.588931,15.98894,0.2757457,3.105011,0.6008394,ACCELERATE
-1,5.541737,5.515287,4.611066,4.588935,15.98894,0.275745,3.105014,0.702283,ACCELERATE
-1,5.541732,5.515293,4.611061,4.58894,15.98895,0.2757444,3.105014,0.8031364,ACCELERATE
-1,5.541728,5.515298,4.611056,4.588945,15.98895,0.2757434,3.105014,0.9028623,ACCELERATE
-1,5.54172,5.515304,4.611052,4.58895,15.98896,0.275743,3.105014,1.001817,ACCELERATE
-1,5.541718,5.515306,4.61105,4.588952,15.98896,0.2757435,3.105014,1.10072,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757441,3.105014,1.200491,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757447,3.105014,1.3004,ACCELERATE
-1,5.541719,5.515305,4.611051,4.588951,15.98896,0.2757446,3.105014,1.401587,ACCELERATE
-1,5.541719,5.515305,4.611051,4.588951,15.98896,0.2757446,3.105014,1.502428,ACCELERATE
-1,5.541719,5.515305,4.611051,4.588951,15.98896,0.2757445,3.105014,1.602088,ACCELERATE
-1,5.541719,5.515305,4.611051,4.588951,15.98896,0.2757441,3.105014,1.701897,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757445,3.105014,1.801787,ACCELERATE
-1,5.541719,5.515305,4.611051,4.588951,15.98896,0.2757445,3.105014,1.901798,ACCELERATE
-1,5.541719,5.515305,4.611051,4.588951,15.98896,0.2757441,3.105014,2.003115,ACCELERATE
