ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
-1,5.541817,5.515208,4.611081,4.58892,15.98893,0.2756145,3.10501,0.3733333,NONE
-1,5.541757,5.515268,4.611082,4.588919,15.98893,0.2756921,3.105009,0.4137109,NONE
-1,5.541754,5.515271,4.611079,4.588922,15.98893,0.2757134,3.105009,0.4343666,NONE
-1,5.541754,5.51527,4.611079,4.588922,15.98893,0.2757181,3.105009,0.4396114,NONE
-1,5.54175,5.515276,4.611075,4.588926,15.98893,0.2757418,3.105009,0.5021615,NONE
-1,5.541746,5.51528,4.611072,4.58893,15.98894,0.2757454,3.105009,0.6015951,ACCELERATE
-1,5.541737,5.515287,4.611066,4.588935,15.98894,0.2757446,3.105014,0.7042311,ACCELERATE
-1,5.541732,5.515293,4.611061,4.58894,15.98895,0.2757436,3.105014,0.8018265,ACCELERATE
-1,5.541728,5.515298,4.611056,4.588945,15.98895,0.2757433,3.105014,0.9017047,ACCELERATE
-1,5.541721,5.515304,4.611052,4.58895,15.98896,0.2757446,3.105016,1.002523,ACCELERATE
-1,5.541719,5.515306,4.61105,4.588952,15.98896,0.2757441,3.105016,1.102722,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757432,3.105016,1.200082,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757445,3.105016,1.303307,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757445,3.105016,1.404305,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757443,3.105016,1.503551,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757446,3.105016,1.600976,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757442,3.105016,1.701788,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757445,3.105016,1.801992,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757443,3.105017,1.904634,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757443,3.105016,2.000705,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757441,3.105016,2.102288,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757443,3.105016,2.201879,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757444,3.105016,2.303548,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757443,3.105016,2.40172,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757445,3.105016,2.503535,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757445,3.105016,2.602168,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757443,3.105016,2.70446,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757442,3.105016,2.803959,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757444,3.105016,2.903719,ACCELERATE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757444,3.105016,3.004966,ACCELERATE
-1,5.541731,5.515294,4.611048,4.588953,15.98896,0.2757259,3.144103,3.102194,ACCELERATE
-1,5.541759,5.515266,4.611039,4.588962,15.98897,0.2757062,3.322319,3.201047,ACCELERATE
-1,5.5418,5.515227,4.611033,4.588968,15.98898,0.2756977,3.647971,3.302425,ACCELERATE
-1,5.541866,5.515159,4.61101,4.588992,15.98897,0.2867151,4.090525,3.400966,ACCELERATE
-1,5.542034,5.514992,4.611077,4.588924,15.98893,0.2782553,4.67414,3.503453,ACCELERATE
-1,5.542126,5.5149,4.611133,4.588869,15.98886,0.2803214,5.342084,3.600523,ACCELERATE
-1,5.542241,5.514786,4.611205,4.588796,15.9888,0.2788212,6.154127,3.702402,ACCELERATE
-1,5.542392,5.514634,4.611278,4.588724,15.98872,0.2793193,7.071993,3.804734,ACCELERATE
-1,5.542528,5.514498,4.611358,4.588644,15.98864,0.279056,8.026361,3.901593,ACCELERATE
-1,5.542707,5.51432,4.611455,4.588546,15.98854,0.2792293,9.079723,4.000708,ACCELERATE
-1,5.542903,5.514124,4.611572,4.588429,15.98843,0.2791323,10.21978,4.101291,ACCELERATE
-1,5.543133,5.513894,4.611712,4.588289,15.98828,0.2791762,11.43216,4.202633,ACCELERATE
-1,5.543381,5.513646,4.61187,4.588131,15.98813,0.2791517,12.65432,4.300339,ACCELERATE
-1,5.543674,5.513356,4.61206,4.587942,15.98793,0.279164,13.99389,4.403443,ACCELERATE
-1,5.543978,5.513051,4.612264,4.587738,15.98773,0.2791572,15.30083,4.500894,ACCELERATE
-1,5.544327,5.512701,4.612503,4.587498,15.98749,0.2791615,16.67913,4.600972,ACCELERATE
-1,5.544718,5.512312,4.612775,4.587226,15.98722,0.279158,18.13418,4.704211,ACCELERATE
-1,5.545115,5.511916,4.613054,4.586947,15.98694,0.2791592,19.52287,4.800879,ACCELERATE
-1,5.545569,5.51146,4.61338,4.586622,15.98661,0.2791585,21.02243,4.903584,ACCELERATE
-1,5.546057,5.510977,4.613731,4.586271,15.98626,0.2791582,22.51066,5.004106,ACCELERATE
-1,5.546563,5.510473,4.6141,4.585902,15.98589,0.2791593,23.98964,5.103408,ACCELERATE
-1,5.547101,5.509934,4.614497,4.585505,15.98549,0.2791601,25.48058,5.203502,ACCELERATE
-1,5.54765,5.509384,4.614905,4.585096,15.98508,0.2791597,26.93804,5.301349,ACCELERATE
-1,5.548237,5.508798,4.615344,4.584659,15.98464,0.2791604,28.41206,5.400306,ACCELERATE
-1,5.548863,5.508176,4.615814,4.584188,15.98417,0.2791598,29.8978,5.500052,ACCELERATE
-1,5.549526,5.507508,4.616317,4.583685,15.98365,0.2791601,31.45452,5.604562,ACCELERATE
