ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
-1,5.541817,5.515208,4.611081,4.58892,15.98893,0.2756145,3.10501,0.3733333,NONE
-1,5.541757,5.515268,4.611082,4.588919,15.98893,0.2756927,3.10501,0.4141475,NONE
-1,5.541754,5.51527,4.611079,4.588922,15.98893,0.2757117,3.105009,0.4324497,NONE
-1,5.541753,5.515272,4.611078,4.588923,15.98893,0.2757169,3.105009,0.4382223,NONE
-1,5.54175,5.515276,4.611075,4.588926,15.98893,0.2757412,3.105009,0.50058,NONE
-1,5.541746,5.51528,4.611072,4.58893,15.98894,0.2757455,3.105009,0.600578,NONE
-1,5.541737,5.515287,4.611066,4.588935,15.98894,0.2757446,3.105013,0.7046419,NONE
-1,5.541732,5.515293,4.611061,4.58894,15.98895,0.2757441,3.105013,0.8017083,NONE
-1,5.541728,5.515299,4.611056,4.588945,15.98895,0.275744,3.105013,0.9025463,NONE
-1,5.54172,5.515305,4.611052,4.58895,15.98896,0.2757441,3.105013,1.001338,NONE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757431,3.105013,1.104616,NONE
-1,5.541719,5.515305,4.611051,4.588951,15.98896,0.2757432,3.105013,1.203958,NONE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757435,3.105013,1.304399,NONE
-1,5.541719,5.515305,4.611051,4.588951,15.98896,0.275743,3.105013,1.401056,NONE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757448,3.105013,1.501722,NONE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757445,3.105012,1.600289,NONE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757446,3.105013,1.700307,NONE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757441,3.105013,1.800297,NONE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757446,3.105013,1.900891,NONE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757444,3.105013,2.000635,NONE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757441,3.105013,2.101444,NONE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757445,3.105013,2.20191,NONE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757441,3.105013,2.303534,NONE
-1,5.541719,5.515306,4.611051,4.588951,15.98896,0.2757442,3.105013,2.401547,NONE
